Title,Video ID,Statistics
Analysis of Indian Education System using EDA | Great Learning,8fAhm1mX-8s,"{'viewCount': '2165', 'likeCount': '97', 'favoriteCount': '0', 'commentCount': '2'}"
GIT Lifecycle | Git Workflow | Git Tutorial | Great Learning,hRnOsHhgDzw,"{'viewCount': '1201', 'likeCount': '41', 'favoriteCount': '0', 'commentCount': '2'}"
Intro to JavaScript in Hindi | What is JavaScript | Learn JavaScript | Great Learning,KSrTaKDyNWU,"{'viewCount': '3254', 'likeCount': '93', 'favoriteCount': '0', 'commentCount': '8'}"
Intro to Docker in Hindi | What is Docker | Docker in Hindi | Great Learning,2fANP1Nh6Jw,"{'viewCount': '2625', 'likeCount': '86', 'favoriteCount': '0', 'commentCount': '6'}"
Pattern matching and null value concept in MySQL | MySQL Tutorial For beginners | Great Learning,sc0nC6t9r8c,"{'viewCount': '1914', 'likeCount': '36', 'favoriteCount': '0', 'commentCount': '5'}"
What is Git? | Learn Git | Git for Beginners | Great Learning,oDjilprRK10,"{'viewCount': '1210', 'likeCount': '61', 'favoriteCount': '0', 'commentCount': '4'}"
Kaggle Competition - Titanic Dataset | Great Learning,Gc-D7ZAGYvQ,"{'viewCount': '48375', 'likeCount': '834', 'favoriteCount': '0', 'commentCount': '41'}"
Operators in Mysql | Mysql Tutorial For beginners | Great Learning,2UgSFvPHHA8,"{'viewCount': '2818', 'likeCount': '55', 'favoriteCount': '0', 'commentCount': '3'}"
Linux - Essential Commands | Great Learning,wYn1lAhWNv4,"{'viewCount': '6313', 'likeCount': '188', 'favoriteCount': '0', 'commentCount': '13'}"
Numpy Python Tutorial | Python for beginners | Python tutorial | Great Learning,KXXU-01OVwQ,"{'viewCount': '17727', 'likeCount': '462', 'favoriteCount': '0', 'commentCount': '26'}"
Analysing FIFA data using Python | Python Training |Great Learning,atKb_gis4qQ,"{'viewCount': '8998', 'likeCount': '326', 'favoriteCount': '0', 'commentCount': '15'}"
Who is a DevOps Engineer ? | Roles & Responsibilities of a DevOps Engineer | Great Learning,aH8kU7I-fxs,"{'viewCount': '1497', 'likeCount': '68', 'favoriteCount': '0', 'commentCount': '4'}"
Getting started with RDBMS | DBMS tutorial for beginners | Great Learning,mWntpp4sSTM,"{'viewCount': '17063', 'likeCount': '242', 'favoriteCount': '0', 'commentCount': '3'}"
Introduction to C++ | C++ Tutorial For Beginners | Great Learning,Qu-QSnFYLZE,"{'viewCount': '4990', 'likeCount': '191', 'favoriteCount': '0', 'commentCount': '5'}"
Python Identifiers | Python For Beginners | Python Training | Great Learning,bcBpi7PkO7I,"{'viewCount': '1814', 'likeCount': '71', 'favoriteCount': '0', 'commentCount': '10'}"
Create a IPL theme Landing page with CSS and HTML | Great Learning,oDwoeh_kYTM,"{'viewCount': '5792', 'likeCount': '169', 'favoriteCount': '0', 'commentCount': '5'}"
Introduction to Database Management System | DBMS tutorial for beginners | Great Learning,FZDgSMg0Zxo,"{'viewCount': '17460', 'likeCount': '203', 'favoriteCount': '0', 'commentCount': '6'}"
COVID-19 Impact on Analytics Industry | Great Learning,WovAcv2PIOY,"{'viewCount': '1237', 'likeCount': '53', 'favoriteCount': '0', 'commentCount': '0'}"
What is DevOps | DevOps Tutorial For Beginners | Great Learning,VNx0LyXC6co,"{'viewCount': '1225', 'likeCount': '53', 'favoriteCount': '0', 'commentCount': '4'}"
Create an Image Gallery using Bootstrap in 45 minutes | Great Learning,tdzjEJwG8UU,"{'viewCount': '13087', 'likeCount': '168', 'favoriteCount': '0', 'commentCount': '4'}"
Normalization techniques in MySQL | Normalization 1nf 2nf 3nf With Example | Great Learning,YCoPpaxkSM8,"{'viewCount': '8535', 'likeCount': '79', 'favoriteCount': '0', 'commentCount': '8'}"
Intro to NodeJS | Great Learning,uWm2yVs9yJ0,"{'viewCount': '2910', 'likeCount': '86', 'favoriteCount': '0', 'commentCount': '0'}"
Support Vector machine | SVM | Machine Learning Tutorial | Great Learning,CbG2-Kp9a6k,"{'viewCount': '3116', 'likeCount': '77', 'favoriteCount': '0', 'commentCount': '5'}"
Predicting IPL winner using Machine Learning in Hindi | Great Learning,WcaYg50y6i4,"{'viewCount': '9340', 'likeCount': '316', 'favoriteCount': '0', 'commentCount': '19'}"
Intro to Linux | Great Learning,cI1VCsUuVvY,"{'viewCount': '7746', 'likeCount': '215', 'favoriteCount': '0', 'commentCount': '15'}"
Subquery in SQL | MySQL Tutorial For Beginner | Great Learning,6BDW6T9efw8,"{'viewCount': '3796', 'likeCount': '69', 'favoriteCount': '0', 'commentCount': '3'}"
Intro to JavaScript | Great Learning,uC4-Vi6xkfM,"{'viewCount': '3801', 'likeCount': '148', 'favoriteCount': '0', 'commentCount': '4'}"
Python Set And Dictionary | Python Programming | Python Tutorial | Great Learning,R2id3RhF4Ws,"{'viewCount': '1597', 'likeCount': '51', 'favoriteCount': '0', 'commentCount': '3'}"
Broadband database management system | DBMS | DBMS Tutorial For Beginners | Great Learning,gYg3P6BGIuo,"{'viewCount': '3455', 'likeCount': '90', 'favoriteCount': '0', 'commentCount': '10'}"
HR Database Management System | DBMS | DBMS Tutorial For Beginners | Great Learning,U0bIOCUmDy4,"{'viewCount': '7769', 'likeCount': '119', 'favoriteCount': '0', 'commentCount': '11'}"
Wireframing IPL website using Adobe XD | Great Learning,6K4mc7p11kA,"{'viewCount': '1643', 'likeCount': '48', 'favoriteCount': '0', 'commentCount': '2'}"
ER Diagram | ER diagram in DBMS | Great Learning,uTzHx78afsY,"{'viewCount': '5023', 'likeCount': '80', 'favoriteCount': '0', 'commentCount': '5'}"
Introduction To Bootstrap | What Is Bootstrap | Introduction To CSS | CSS Framework | Great Learning,9X_Y3yZpgGM,"{'viewCount': '4442', 'likeCount': '93', 'favoriteCount': '0', 'commentCount': '4'}"
SQL with Python | MySQL Tutorial For Beginners | Great Learning,vnx6ALC8F8Y,"{'viewCount': '4560', 'likeCount': '135', 'favoriteCount': '0', 'commentCount': '10'}"
Visualising IPL Data using Python | Great Learning,jcO6ybbxzOw,"{'viewCount': '3365', 'likeCount': '116', 'favoriteCount': '0', 'commentCount': '11'}"
Tuples In Python | Python Programming Fundamentals | Python Tutorial | Great Learning,hqjXLgHjNcY,"{'viewCount': '1189', 'likeCount': '64', 'favoriteCount': '0', 'commentCount': '7'}"
Intro to Kubernetes | Container Tools For Beginners | Orchestration Tools | Great Learning,WUU85wXv4mA,"{'viewCount': '5642', 'likeCount': '127', 'favoriteCount': '0', 'commentCount': '3'}"
Build a Mobile App using AWS | Build AWS Apps With Almost Zero Code | Great Learning,g0LgAmXINoc,"{'viewCount': '42162', 'likeCount': '710', 'favoriteCount': '0', 'commentCount': '14'}"
Introduction To List In Python | Python Lists And List Function | Python Tutorial | Great Learning,QnFQAUWP4Uo,"{'viewCount': '1854', 'likeCount': '81', 'favoriteCount': '0', 'commentCount': '11'}"
Wine Quality Test Using Machine Learning | Data Science For Beginners | Great Learning,5JQ0oeCBqQM,"{'viewCount': '6566', 'likeCount': '145', 'favoriteCount': '0', 'commentCount': '12'}"
Intro to Jenkins in Hindi | What Is Jenkins | What Is Continuous Integration | Great Learning,8Q6_1OPeUpQ,"{'viewCount': '3238', 'likeCount': '83', 'favoriteCount': '0', 'commentCount': '1'}"
MySQL Workbench Installation | How To Download And Install MYSQL Workbench | Great Learning,sCcncJNLbaw,"{'viewCount': '94878', 'likeCount': '814', 'favoriteCount': '0', 'commentCount': '33'}"
Getting Started with CSS | HTML And CSS For Beginners | Border Property In CSS | Great Learning,NRU55q60b8o,"{'viewCount': '3212', 'likeCount': '105', 'favoriteCount': '0', 'commentCount': '5'}"
Dockerfile Best Practices | Docker Containers For Beginners | Docker Training | Great Learning,99y2MqMRTz8,"{'viewCount': '1282', 'likeCount': '32', 'favoriteCount': '0', 'commentCount': '1'}"
Cricket World Cup Analysis Using Exploratory Data Analysis | Python Data Analysis | Great Learning,dDA0wR_dJoc,"{'viewCount': '6032', 'likeCount': '154', 'favoriteCount': '0', 'commentCount': '8'}"
Cloud Certifications | AWS Certifications | Azure Certifications | Cloud Computing | Great Learning,mbIrOgrPFCI,"{'viewCount': '2269', 'likeCount': '66', 'favoriteCount': '0', 'commentCount': '5'}"
Dockerizing a NodeJS application | How To Set Up A NodeJS Application | Great Learning,MFFBK4cpK9s,"{'viewCount': '724', 'likeCount': '23', 'favoriteCount': '0', 'commentCount': '1'}"
English Vocabulary For Competitive Exams | English For CAT GMAT GRE | Great Learning,2pW1kOv7VC4,"{'viewCount': '14383', 'likeCount': '295', 'favoriteCount': '0', 'commentCount': '7'}"
Product Categorization Using Machine Learning | Machine Learning With R | Great learning,LmT3xyTHNR0,"{'viewCount': '9590', 'likeCount': '135', 'favoriteCount': '0', 'commentCount': '7'}"
Problem Solving In Programming | Flowcharts And Pseudocodes For Programming | Great Learning,j6_WrgXwq2g,"{'viewCount': '4378', 'likeCount': '130', 'favoriteCount': '0', 'commentCount': '2'}"
Multivariate Time Series Forecasting In R | Data Analytics With R | Data Science | Great Learning,eeje8DqN0bQ,"{'viewCount': '28461', 'likeCount': '284', 'favoriteCount': '0', 'commentCount': '11'}"
Live IPL Match Data scraping | Data Analysis Using Python | IPL Data Analysis | Great Learning,XWEGfadJ0OU,"{'viewCount': '5280', 'likeCount': '149', 'favoriteCount': '0', 'commentCount': '7'}"
Introduction to Splunk | Splunk Monitoring For Beginners | Splunk Architecture | Great Learning,mRu-AnZmri8,"{'viewCount': '12283', 'likeCount': '145', 'favoriteCount': '0', 'commentCount': '11'}"
Graphics In C Language For Students Part 2 | Visual Graphics In C Programming | Great Learning,cUSdIMpH7Sw,"{'viewCount': '7026', 'likeCount': '239', 'favoriteCount': '0', 'commentCount': '13'}"
Time Series In Stock Market | Time Series Forecasting | Data Science For Beginners | Great Learning,vmZRjl0IERI,"{'viewCount': '24625', 'likeCount': '414', 'favoriteCount': '0', 'commentCount': '20'}"
SQL with Python | How To Connect Python To SQL Database | Python For Beginners | Great Learning,UYAPFDiuZk0,"{'viewCount': '5207', 'likeCount': '180', 'favoriteCount': '0', 'commentCount': '8'}"
Visual Graphics Using C Language For Students | Visual Graphics In C Programming | Great Learning,LgDcGwTY9o0,"{'viewCount': '53707', 'likeCount': '1219', 'favoriteCount': '0', 'commentCount': '53'}"
Advanced Statistics | Exploratory Data Analysis For Beginners | Data Science | Great Learning,Yeo_ig96s6I,"{'viewCount': '15248', 'likeCount': '213', 'favoriteCount': '0', 'commentCount': '3'}"
Steal Digital Marketing techniques from IPL | Digital Marketing Applications | Great Learning,-W6mL2iBR98,"{'viewCount': '1074', 'likeCount': '43', 'favoriteCount': '0', 'commentCount': '3'}"
Introduction to C++ | How To Get Started WIth C++ In One Hour | Great Learning,sx5jJ7OButo,"{'viewCount': '2527', 'likeCount': '151', 'favoriteCount': '0', 'commentCount': '4'}"
Python Strings For Beginners | How To Use Strings In Python | Python Training | Great Learning,K3xqX4jbxrc,"{'viewCount': '1388', 'likeCount': '83', 'favoriteCount': '0', 'commentCount': '12'}"
Data Types Variables And Operators In Python | Python Fundamentals | Great Learning,ZJ_dtEk5GP0,"{'viewCount': '3923', 'likeCount': '113', 'favoriteCount': '0', 'commentCount': '12'}"
Introduction To Python | Python Fundamentals For Beginners | Python Installation | Great Learning,vXzh9GMXuTQ,"{'viewCount': '2745', 'likeCount': '125', 'favoriteCount': '0', 'commentCount': '14'}"
Predicting IPL winner using Machine Learning | IPL Data Analysis | Great Learning,yqC5yoUaBUk,"{'viewCount': '15303', 'likeCount': '401', 'favoriteCount': '0', 'commentCount': '37'}"
JavaScript Tutorial For Beginners - Full Course In 11 Hours | Learn JavaScript | Great Learning,g1X6b5tRvrw,"{'viewCount': '162180', 'likeCount': '3297', 'favoriteCount': '0', 'commentCount': '108'}"
Create a To-Do List App in JavaScript | JavaScript Applications | Great Learning,-ZZnCdIhsh0,"{'viewCount': '1974', 'likeCount': '98', 'favoriteCount': '0', 'commentCount': '2'}"
Diversity & Inclusion in Technology - Panel Discussion | How Diversity Helps | Great Learning,XCLjdCYJQNk,"{'viewCount': '2942', 'likeCount': '125', 'favoriteCount': '0', 'commentCount': '0'}"
Exploratory Data Analysis of IPL stats using Python | IPL Data Analysis | Great Learning,gHdo7_sZlHk,"{'viewCount': '6365', 'likeCount': '203', 'favoriteCount': '0', 'commentCount': '7'}"
Git Tutorial For Beginners In Hindi | What is Git | What is GitHub In Hindi | Great Learning,eT6S4dkkxA8,"{'viewCount': '9093', 'likeCount': '225', 'favoriteCount': '0', 'commentCount': '27'}"
What Is DevOps In Hindi | How To Become A DevOps Engineer | DevOps Tools | Great Learning,Isv1zT3Hoyg,"{'viewCount': '2436', 'likeCount': '68', 'favoriteCount': '0', 'commentCount': '3'}"
Visualizing IPL Teams Performance using Power BI | Business Intelligence | Great Learning,Qn7OWXZd1Ic,"{'viewCount': '8180', 'likeCount': '187', 'favoriteCount': '0', 'commentCount': '8'}"
Getting Started With AWS | Introduction To AWS | Cloud Computing | Great Learning,LiyEgD2MdXQ,"{'viewCount': '1870', 'likeCount': '84', 'favoriteCount': '0', 'commentCount': '4'}"
Getting started with Machine Learning | Python For Machine Learning | Great Learning,ukktPIhvXJg,"{'viewCount': '3894', 'likeCount': '144', 'favoriteCount': '0'}"
Python for Machine Learning | Machine Learning For Beginners | Python Programming | Great Learning,BQbE-t5lqqg,"{'viewCount': '3493', 'likeCount': '227', 'favoriteCount': '0', 'commentCount': '6'}"
Predictive Modeling in R | Predictive Analytics | Data Analytics for Beginners | Great Learning,633UMR8NfA0,"{'viewCount': '3352', 'likeCount': '82', 'favoriteCount': '0', 'commentCount': '7'}"
Introduction to Docker | What is Docker | Docker Tutorial for Beginners | Great Learning,SScPTDx_VYY,"{'viewCount': '1725', 'likeCount': '77', 'favoriteCount': '0', 'commentCount': '6'}"
Introduction to Java script | Learn Conditional Statements and Loops In JavaScript | Great Learning,C3NaS-F1410,"{'viewCount': '2157', 'likeCount': '129', 'favoriteCount': '0', 'commentCount': '4'}"
Ask me Anything on Python and Data Science | Great Learning,FCmbDLqZfP4,"{'viewCount': '2394', 'likeCount': '169', 'favoriteCount': '0', 'commentCount': '11'}"
Top 20 Packages In Python | Python Programming | Python for Beginners | Great Learning,BtGnmHmAl9A,"{'viewCount': '2682', 'likeCount': '152', 'favoriteCount': '0', 'commentCount': '13'}"
Data Analysis of IPL data | Python for Data Analysis | IPL Data Web Scraping | Great Learning,8E0FdOKM2P0,"{'viewCount': '11201', 'likeCount': '330', 'favoriteCount': '0', 'commentCount': '20'}"
Data Analysis of Amazon Reviews | Data Analysis with Python |  Data Mining | Great Learning,15KOCK3Ocn8,"{'viewCount': '4621', 'likeCount': '166', 'favoriteCount': '0', 'commentCount': '8'}"
AWS Storage Services In Hindi | AWS S3 Service | Cloud Computing For Beginners | Great Learning,DhJCIFl7vws,"{'viewCount': '3527', 'likeCount': '87', 'favoriteCount': '0', 'commentCount': '4'}"
Creating An Interactive Serverless Application Using AWS | Cloud Computing | Great Learning,2Xou0P1JEwM,"{'viewCount': '982', 'likeCount': '48', 'favoriteCount': '0', 'commentCount': '4'}"
Wordpress Setup with Docker | Docker Containers For Beginners | Great Learning,MEfqq3cFgQs,"{'viewCount': '2448', 'likeCount': '73', 'favoriteCount': '0', 'commentCount': '1'}"
Brain Inspired Artificial Intelligence | AI Systems And Robotics | Great Learning,MCFkwbzGTKw,"{'viewCount': '5602', 'likeCount': '160', 'favoriteCount': '0', 'commentCount': '14'}"
Application Of Linear Discriminant Analysis | Machine Learning For Beginners | Great Learning,ReoovrOTV54,"{'viewCount': '1620', 'likeCount': '31', 'favoriteCount': '0', 'commentCount': '4'}"
Cloud Security with AWS IAM | Cloud Computing For Beginners | AWS Security Services | Great Learning,9CzKsIJMACA,"{'viewCount': '2503', 'likeCount': '78', 'favoriteCount': '0', 'commentCount': '6'}"
Logistic Regression On Customer Data | Machine Learning Algorithms Using Python | Great Learning,wx49bc1j7Zw,"{'viewCount': '2465', 'likeCount': '76', 'favoriteCount': '0', 'commentCount': '10'}"
Principles of Leadership | What is Effective Leadership | Leadership skills | Great Learning,BL_G81f_FcM,"{'viewCount': '902', 'likeCount': '57', 'favoriteCount': '0', 'commentCount': '3'}"
Ask Me Anything on Career in DevOps | How To Become A DevOps Engineer | Great Learning,J1QLwPpCXF8,"{'viewCount': '1601', 'likeCount': '71', 'favoriteCount': '0', 'commentCount': '4'}"
Introduction to R Programming | R Programming For Beginners | R Tutorial | Great Learning,QJKQBXuJ7l0,"{'viewCount': '7015', 'likeCount': '388', 'favoriteCount': '0', 'commentCount': '19'}"
AWS Vs Azure vs Google Cloud: Which Cloud Service Provider To Choose In 2020 | Great Learning,a9AXUcxgMio,"{'viewCount': '22607', 'likeCount': '519', 'favoriteCount': '0', 'commentCount': '25'}"
Introduction to C | C Programming For Beginners | C Programming Language | Great Learning,Q8c9IGo6zbM,"{'viewCount': '4117', 'likeCount': '182', 'favoriteCount': '0', 'commentCount': '2'}"
Power BI Reports and Dashboards In Hindi | How To Build Power BI Dashboards | Great Learning,Y-cz7m_Tx98,"{'viewCount': '26702', 'likeCount': '622', 'favoriteCount': '0', 'commentCount': '28'}"
Introduction to Programming and Algorithms | Flowcharts and Pseudocodes | Great Learning,HKjx3IPbrYg,"{'viewCount': '8593', 'likeCount': '227', 'favoriteCount': '0', 'commentCount': '11'}"
Introduction To Power BI In Hindi | What Is Power BI | Business Intelligence | Great Learning,ZEtp2R8J0Yw,"{'viewCount': '67471', 'likeCount': '1602', 'favoriteCount': '0', 'commentCount': '36'}"
How To Become A Cloud Engineer In 2020 | Cloud Computing For Beginners | Great Learning,SVqL41SOs-g,"{'viewCount': '3297', 'likeCount': '128', 'favoriteCount': '0', 'commentCount': '16'}"
AWS Vs Azure VS GCP: Which One To Choose In 2020? | Cloud Computing Vendors | Great Learning,e9YT6_JjfPk,"{'viewCount': '1863', 'likeCount': '84', 'favoriteCount': '0', 'commentCount': '5'}"
Analyzing IPL Data using Python | Python Projects for Beginners | Python Projects | Great Learning,bADxQyFpjlI,"{'viewCount': '19707', 'likeCount': '765', 'favoriteCount': '0', 'commentCount': '39'}"
Introduction To HTML In Hindi | Learn HTML From Scratch In Hindi | HTML Training | Great Learning,8mdxP1R7EfY,"{'viewCount': '6243', 'likeCount': '262', 'favoriteCount': '0', 'commentCount': '8'}"
AWS Compute Services In Hindi | EC2 Instances In AWS In Hindi | Cloud Computing | Great Learning,ZCNbs6fyfYU,"{'viewCount': '8062', 'likeCount': '164', 'favoriteCount': '0', 'commentCount': '4'}"
How To Predict Your Beer Consumption Capacity With Machine Learning | Great Learning,LLo2ftou-Tc,"{'viewCount': '2603', 'likeCount': '92', 'favoriteCount': '0', 'commentCount': '5'}"
Launch a Spring Boot Java App with Docker | Java Programming For Beginners | Great Learning,Kdt2uLDTOGo,"{'viewCount': '1543', 'likeCount': '53', 'favoriteCount': '0', 'commentCount': '2'}"
Top 5 Machine Learning Algorithms to Learn in 2020 | Data Science For Beginners | Great Learning,D1o0nI-uIIg,"{'viewCount': '1646', 'likeCount': '94', 'favoriteCount': '0', 'commentCount': '6'}"
Intro to Elastic Stack |  ELK Training For Beginners | Continuous Monitoring | Great Learning,lWBU9v_Adjc,"{'viewCount': '3658', 'likeCount': '63', 'favoriteCount': '0', 'commentCount': '7'}"
Using Data Science To Fight Covid-19 And How to Start Learning ADSB | Great Learning,w9_hJtYEguU,"{'viewCount': '1865', 'likeCount': '62', 'favoriteCount': '0', 'commentCount': '0'}"
Monitoring With Prometheus & Grafana In Hindi | Grafana Tutorial For Beginners | Great Learning,9DqOMZrc4PA,"{'viewCount': '42800', 'likeCount': '710', 'favoriteCount': '0', 'commentCount': '29'}"
Ask Me Anything: AWS Careers and Certifications | Cloud Computing | Great Learning,vL6rzNyHkWI,"{'viewCount': '1207', 'likeCount': '54', 'favoriteCount': '0', 'commentCount': '8'}"
Introduction To Java In Hindi | Learn Java Programming | Java Basics | Great Learning,LjGqAAi4vCw,"{'viewCount': '2639', 'likeCount': '182', 'favoriteCount': '0', 'commentCount': '8'}"
Top Machine Learning Interview Questions And Answers | Data Science | Great Learning,SnmXndIus9c,"{'viewCount': '8065', 'likeCount': '169', 'favoriteCount': '0', 'commentCount': '13'}"
Statistics For Data Science | Statistics For Machine Learning | Python | Great Learning,KhN8ldMLeyk,"{'viewCount': '2879', 'likeCount': '128', 'favoriteCount': '0', 'commentCount': '5'}"
Getting Started with Git | Git Training For Beginners | Learn Git In 2020 | Great Learning,hAUT9F4S0ks,"{'viewCount': '2191', 'likeCount': '109', 'favoriteCount': '0', 'commentCount': '5'}"
ELK Tutorial In Hindi | Elastic Stack Tutorial | ELK Training | DevOps Training | Great Learning,1GjR0YSFCFo,"{'viewCount': '46342', 'likeCount': '780', 'favoriteCount': '0', 'commentCount': '57'}"
Data Visualization using Tableau | Tableau Training For Beginners | Tableau Basics | Great Learning,Gbx-OI_wL8Y,"{'viewCount': '4132', 'likeCount': '142', 'favoriteCount': '0', 'commentCount': '10'}"
Regression Analysis | Regression Coefficients | Machine Learning For Beginners | Great Learning,fxdGK8vSN9Y,"{'viewCount': '3288', 'likeCount': '110', 'favoriteCount': '0', 'commentCount': '13'}"
Cloud Computing Myths In Hindi | Cloud Computing Myths & Misconceptions | Great Learning,y_eYp932m8M,"{'viewCount': '1300', 'likeCount': '41', 'favoriteCount': '0', 'commentCount': '3'}"
Introduction To JavaScript | Learn JavaScript Functions and Data Types | Great Learning,ss31ohDM6UM,"{'viewCount': '1518', 'likeCount': '78', 'favoriteCount': '0', 'commentCount': '3'}"
Build a Bank Database Using SQL | SQL For Beginners | SQL Applications | Great Learning,dPx1228_EYM,"{'viewCount': '193702', 'likeCount': '2775', 'favoriteCount': '0', 'commentCount': '140'}"
AI as a Service | Applications of Artificial Intelligence | Artificial Intelligence | Great Learning,kYLVMjcM8mM,"{'viewCount': '4945', 'likeCount': '142', 'favoriteCount': '0', 'commentCount': '10'}"
Jenkins Tutorial For Beginners In Hindi | DevOps For Beginners | DevOps Tools | Great Learning,04rFWt45U3k,"{'viewCount': '98630', 'likeCount': '1984', 'favoriteCount': '0', 'commentCount': '56'}"
Python for Beginners - Live Session Course 8 | Python Projects For Beginners | Great Learning,FfsDcXtY8sc,"{'viewCount': '7698', 'likeCount': '296', 'favoriteCount': '0', 'commentCount': '22'}"
How To Monitor An Online Bookstore | Docker Swarm | Container Orchestration | Great Learning,fyS2MAT-rX0,"{'viewCount': '942', 'likeCount': '38', 'favoriteCount': '0', 'commentCount': '2'}"
Unsupervised Learning | Clustering and Association Algorithms in Machine Learning | Great Learning,Liff_GA74EI,"{'viewCount': '4651', 'likeCount': '82', 'favoriteCount': '0', 'commentCount': '5'}"
Build File Systems with AWS Cloud | Cloud Computing | Amazon EFS | Great Learning,KiVSYhu0mPs,"{'viewCount': '1018', 'likeCount': '64', 'favoriteCount': '0', 'commentCount': '5'}"
Cloud Computing Tutorial For Beginners In Hindi | What is Cloud Computing | Great Learning,fLV_t2qKYyU,"{'viewCount': '69345', 'likeCount': '1547', 'favoriteCount': '0', 'commentCount': '47'}"
Intro to Databases on AWS Cloud | Cloud Computing For Beginners | AWS | Great Learning,FL_eygkX13o,"{'viewCount': '1766', 'likeCount': '77', 'favoriteCount': '0', 'commentCount': '4'}"
What Are Decision Trees | Decision Tree Algorithm With Python | Machine Learning | Great Learning,IvO5cH7a8Zc,"{'viewCount': '2819', 'likeCount': '48', 'favoriteCount': '0', 'commentCount': '2'}"
Python For Beginners - Live Session Course | Python Project-1 | Python Programming | Great Learning,L6U5INYgIyE,"{'viewCount': '12277', 'likeCount': '518', 'favoriteCount': '0', 'commentCount': '35'}"
Serverless Computing For Beginners | What is Serverless Computing | Cloud Computing | Great Learning,Lkmok3yPqFM,"{'viewCount': '6803', 'likeCount': '146', 'favoriteCount': '0', 'commentCount': '2'}"
Introduction To PowerBI | How To Use PowerBI Desktop Effectively | Great Learning,iWGB8cu-GBk,"{'viewCount': '7250', 'likeCount': '232', 'favoriteCount': '0', 'commentCount': '6'}"
Big Data Analytics Full Course In 10 Hours | Big Data Hadoop Tutorial | Hadoop | Great Learning,OP8BsGnqi9c,"{'viewCount': '130749', 'likeCount': '2825', 'favoriteCount': '0', 'commentCount': '86'}"
How To Create A GitHub Profile? | What Are GitHub Repositories | DevOps | Great Learning,7Di7SkPTtOI,"{'viewCount': '3672', 'likeCount': '142', 'favoriteCount': '0', 'commentCount': '4'}"
Trends in AI for Financial Services | Data Analytics For Finance | Great Learning,9mMxPxchzXQ,"{'viewCount': '4188', 'likeCount': '124', 'favoriteCount': '0', 'commentCount': '4'}"
Build Machine Learning Models Using AWS Sagemaker | AWS Machine Learning | Great Learning,uwlzPHPjwAY,"{'viewCount': '7990', 'likeCount': '180', 'favoriteCount': '0', 'commentCount': '25'}"
Docker Vs Kubernetes | Docker Vs Kubernetes Difference | Orchestration Tools | Great Learning,maBBSfEuxhs,"{'viewCount': '1926', 'likeCount': '57', 'favoriteCount': '0', 'commentCount': '3'}"
Data science vs Machine Learning Vs Artificial Intelligence In 2020 | Great Learning Academy,flB-o1GjVdc,"{'viewCount': '10186', 'likeCount': '146', 'favoriteCount': '0', 'commentCount': '15'}"
Python for Beginners - Live Course | Seaborn In Python | Python Full Course | Great Learning,k_4plyTNNkA,"{'viewCount': '7151', 'likeCount': '314', 'favoriteCount': '0', 'commentCount': '31'}"
Introduction To Storage On Google Cloud | Google Cloud Storage Services | Great Learning,qwg7yGnKtbw,"{'viewCount': '8293', 'likeCount': '153', 'favoriteCount': '0', 'commentCount': '10'}"
Docker for Windows | What is Docker | Introduction To Docker on Windows | Great Learning,6CPyT_tUZV8,"{'viewCount': '1405', 'likeCount': '59', 'favoriteCount': '0', 'commentCount': '6'}"
Statistics For Data Science | Statistics For Machine Learning | Data Science | Great Learning,fqsHEZsXaQY,"{'viewCount': '3808', 'likeCount': '123', 'favoriteCount': '0', 'commentCount': '8'}"
Palindrome In Python | Python Program To Check Palindrome Numbers | Great Learning,4x_NOxEvY-k,"{'viewCount': '6432', 'likeCount': '70', 'favoriteCount': '0', 'commentCount': '20'}"
Android app development in 45 minutes Hindi | How Build Android Applications | Great Learning,2wESKrObxsA,"{'viewCount': '6235', 'likeCount': '254', 'favoriteCount': '0', 'commentCount': '19'}"
Digital Marketing in 45 minutes in Hindi | Digital Marketing For Beginners | Great Learning,a6widuTiFFM,"{'viewCount': '25196', 'likeCount': '1303', 'favoriteCount': '0', 'commentCount': '115'}"
Introduction to Docker in Hindi | What is Docker | Docker Tutorial for Beginners | Great Learning,OvZnVScG_Ss,"{'viewCount': '1605', 'likeCount': '58', 'favoriteCount': '0', 'commentCount': '2'}"
AWS Management Console In 15 Minutes | AWS For Beginners | Cloud Computing | Great Learning,gUaNRNjLkcM,"{'viewCount': '71261', 'likeCount': '438', 'favoriteCount': '0', 'commentCount': '22'}"
Python for Beginners - Live Course | Python Q & A | Python Programming | Great Learning,enviiAEmV3M,"{'viewCount': '6279', 'likeCount': '253', 'favoriteCount': '0', 'commentCount': '8'}"
Data Science in 60 Minutes | What Is Data Science | Neural Networks | Great Learning,Wj5ole72Q9g,"{'viewCount': '3603', 'likeCount': '155', 'favoriteCount': '0', 'commentCount': '8'}"
Python for Beginners | Python Full Course | Python For Data Visualization | Great Learning,mipxwyIjxpY,"{'viewCount': '6992', 'likeCount': '269', 'favoriteCount': '0', 'commentCount': '35'}"
Online Launch: MS in Data Science Programme by Northwestern University and Great Learning,fWmvnDzjz1k,"{'viewCount': '5115', 'likeCount': '123', 'favoriteCount': '0', 'commentCount': '7'}"
