Title,Video ID,Statistics
Python Pandas Tutorial | Python Tutorial | Data Analysis with Python Pandas | Great Learning,_Q-dvXzEQg8,"{'viewCount': '7223', 'likeCount': '174', 'favoriteCount': '0', 'commentCount': '6'}"
How to start a career in Data Science and Analytics? | Data Science Career Roadmap | Great Learning,bi7hhfF17r0,"{'viewCount': '2284', 'likeCount': '89', 'favoriteCount': '0', 'commentCount': '5'}"
Interview Question-Tell me about yourself | Tips and Tricks to Crack Interviews | Great Learning,0ccL-mA7enY,"{'viewCount': '4830', 'likeCount': '223', 'favoriteCount': '0', 'commentCount': '13'}"
Highest paying tech jobs in 2021 | Best IT Jobs of  2021 | High Salary Jobs | Great Learning,04_Z734heFE,"{'viewCount': '3611', 'likeCount': '165', 'favoriteCount': '0', 'commentCount': '10'}"
How to Install Anaconda Python on Windows 10 | Anaconda Installation Video | Great Learning,aN6OVm0mTHo,"{'viewCount': '83250', 'likeCount': '949', 'favoriteCount': '0', 'commentCount': '45'}"
Hashing In Java | Hashing Tutorial | Java HashMap Tutorial | Java Tutorial | Great Learning,gPwkuY7dly4,"{'viewCount': '13562', 'likeCount': '326', 'favoriteCount': '0', 'commentCount': '12'}"
TensorFlow 2.0 Tutorial - Full Course | TensorFlow Tutorial | Deep Learning | Great Learning,OMIDAsNjk64,"{'viewCount': '13777', 'likeCount': '390', 'favoriteCount': '0', 'commentCount': '16'}"
How to become a Full Stack Developer in 2021 | Full Stack Developer Tutorial | Great Learning,LPkJTvQgpaU,"{'viewCount': '2412', 'likeCount': '101', 'favoriteCount': '0', 'commentCount': '2'}"
Careers in Data Science in 2021 | How to become a Data Scientist In 2021 | Great Learning,6CsaSZcy4Wk,"{'viewCount': '2788', 'likeCount': '83', 'favoriteCount': '0', 'commentCount': '3'}"
Excel Keyboard Shortcuts |Excel Tutorial for Beginners in 2021 | Excel Tips & tricks |Great Learning,Swy5ZY01M_8,"{'viewCount': '4157', 'likeCount': '203', 'favoriteCount': '0', 'commentCount': '5'}"
The Future of Software Engineering Led by Emerging Technologies | Great Learning,tvUJmDP8Kbs,"{'viewCount': '2136', 'likeCount': '56', 'favoriteCount': '0', 'commentCount': '0'}"
Building a career in Data Science and Analytics for professionals | Great Learning,IabD-UQWU8w,"{'viewCount': '1606', 'likeCount': '54', 'favoriteCount': '0', 'commentCount': '3'}"
Vlookup in Excel | Vlookup tutorial for Beginners | Excel Tutorial | Great Learning,f1RBWJlJdhw,"{'viewCount': '5320', 'likeCount': '177', 'favoriteCount': '0', 'commentCount': '6'}"
Conditional Formatting in Excel | Excel Training | Excel Tutorial for Beginners | Great Learning,zge5LvsIyjg,"{'viewCount': '10578', 'likeCount': '232', 'favoriteCount': '0', 'commentCount': '11'}"
Getting Started with CSS | HTML And CSS | HTML & CSS Tutorial | Great Learning,_i8yqcS6AAM,"{'viewCount': '5089', 'likeCount': '201', 'favoriteCount': '0', 'commentCount': '10'}"
SQL Triggers | SQL Tutorial for Beginners in 2021| SQL Triggers with Examples | Great Learning,-uchRjDxYEE,"{'viewCount': '35682', 'likeCount': '706', 'favoriteCount': '0', 'commentCount': '24'}"
Common coding interview problems | Coding Interview Questions & Answers | Great Learning,VhC5jFRrI6o,"{'viewCount': '3541', 'likeCount': '122', 'favoriteCount': '0', 'commentCount': '2'}"
4 Step Framework For Building An Effective Digital Marketing Strategy | Great Learning,0lKaew_X1yo,"{'viewCount': '1506', 'likeCount': '41', 'favoriteCount': '0', 'commentCount': '2'}"
Python for Data Visualization in Hindi | Data Visualization | Python Tutorial | Great Learning,IT3UAHhLu08,"{'viewCount': '15424', 'likeCount': '465', 'favoriteCount': '0', 'commentCount': '17'}"
Excel Formulas and Functions | Excel Tutorial for Beginners in 2021 | Great Learning,n7DhDMOcq1k,"{'viewCount': '5707', 'likeCount': '207', 'favoriteCount': '0', 'commentCount': '10'}"
Top 10 Hottest Digital Marketing Trends 2021 | Future of Digital Marketing | Great Learning,vE20Boqwux0,"{'viewCount': '2596', 'likeCount': '107', 'favoriteCount': '0', 'commentCount': '15'}"
How to become a web developer in 2021 |  Roadmap to become a Web Developer |  Great Learning,LCV5fjFKsJI,"{'viewCount': '5086', 'likeCount': '205', 'favoriteCount': '0', 'commentCount': '12'}"
How to build a LinkedIn profile? | how to make your LinkedIn profile stand out ? | Great Learning,8_ZP0c0mmGQ,"{'viewCount': '5854', 'likeCount': '272', 'favoriteCount': '0', 'commentCount': '16'}"
Inheritance in Java | Types of Inheritance | Inheritance in Java Explained | Great Learning,cDFiFFC2SbA,"{'viewCount': '2593', 'likeCount': '64', 'favoriteCount': '0', 'commentCount': '4'}"
JavaScript Interview Questions |  Most Asked JavaScript Interview Questions | Great Learning,HtP6FnLnQWs,"{'viewCount': '1857', 'likeCount': '86', 'favoriteCount': '0', 'commentCount': '0'}"
Python most asked Interview Questions | Python Interview Questions & Answers | Great Learning,VXNuM-enB3A,"{'viewCount': '21484', 'likeCount': '650', 'favoriteCount': '0', 'commentCount': '15'}"
Python Career Options in 2021 | Python for different job roles in 2021 | Great Learning,uH1CwnrD-bE,"{'viewCount': '5791', 'likeCount': '201', 'favoriteCount': '0', 'commentCount': '14'}"
Landing your first job in Data Science | Career in Data Science in 2021 | Great Learning,StYTTbYNd48,"{'viewCount': '2484', 'likeCount': '107', 'favoriteCount': '0', 'commentCount': '4'}"
Polymorphism in Java | Object Oriented Programming (OOP) | Types of Polymorphism | Great Learning,oTuB3B5iE2Q,"{'viewCount': '3030', 'likeCount': '80', 'favoriteCount': '0', 'commentCount': '3'}"
Python for Non-Programmers | Python Tutorial for Absolute Beginners in 2021 | Great Learning,CNb4WmkI-rE,"{'viewCount': '5382', 'likeCount': '208', 'favoriteCount': '0', 'commentCount': '12'}"
Journey of a Pragmatic Product Manager | Great Learning,zvUxE38-SWw,"{'viewCount': '1597', 'likeCount': '54', 'favoriteCount': '0', 'commentCount': '0'}"
Python for Data Analysis with Live Hands-on Projects in Hindi |  Python Projects | Great Learning,z06xNuzXjL8,"{'viewCount': '17128', 'likeCount': '497', 'favoriteCount': '0', 'commentCount': '20'}"
Top 100 Python Interview Questions | Python Programming | Crack Python Interview |Great Learning,uuhi830wOzs,"{'viewCount': '295317', 'likeCount': '7008', 'favoriteCount': '0', 'commentCount': '163'}"
Python for Data Science | Data Science for Beginners in 2021 | Python Tutorial in | Great Learning,KhOsSqLkrrA,"{'viewCount': '4612', 'likeCount': '185', 'favoriteCount': '0', 'commentCount': '6'}"
Logistic Regression and Naive Bayes in Machine Learning  | Machine Learning Tutorial |Great Learning,Ovviuaaf_n8,"{'viewCount': '2957', 'likeCount': '86', 'favoriteCount': '0', 'commentCount': '3'}"
JavaScript Projects for beginners in Hindi | JavaScript Tutorial for Beginners | Great Learning,dg_S8EV_TxQ,"{'viewCount': '18943', 'likeCount': '542', 'favoriteCount': '0', 'commentCount': '34'}"
Time Series Analysis using Python in Hindi | Time Series Forecasting | Great Learning,B7LL22Rk7xs,"{'viewCount': '26449', 'likeCount': '728', 'favoriteCount': '0', 'commentCount': '43'}"
Career in Data Science and AI | Great Learning,_QAj4s4foAk,"{'viewCount': '5565', 'likeCount': '253', 'favoriteCount': '0', 'commentCount': '5'}"
SQL vs NoSQL | SQL & NoSQL Differences Explained in 10 Mins | SQL Tutorial |  Great Learning,jbk1DOLsHr0,"{'viewCount': '9403', 'likeCount': '223', 'favoriteCount': '0', 'commentCount': '11'}"
Data Structures and Algorithms in Java | Java Tutorial for Beginners | Learn Java | Great Learning,wd-NrrDqN3Q,"{'viewCount': '4722', 'likeCount': '135', 'favoriteCount': '0', 'commentCount': '5'}"
Importance of Data Management and Data Governance in AI | Great Learning,BkJZXf9b_nA,"{'viewCount': '2122', 'likeCount': '72', 'favoriteCount': '0', 'commentCount': '3'}"
How to install Java on windows 10? | Step-by-Step Procedure to install Java | Great Learning,7gkq6d8YUfw,"{'viewCount': '1871', 'likeCount': '61', 'favoriteCount': '0', 'commentCount': '9'}"
"MBA Program Launch: Shiv Nadar University, Delhi NCR in collaboration with Great Learning",bzPxD67fL9g,"{'viewCount': '6613', 'likeCount': '230', 'favoriteCount': '0', 'commentCount': '4'}"
Naïve Bayes Algorithm In Hindi | Naïve Bayes Classifier Explained | Machine Learning |Great Learning,2jlHDeegy0I,"{'viewCount': '5406', 'likeCount': '168', 'favoriteCount': '0', 'commentCount': '11'}"
Getting started with HTML | HTML Tutorial for Beginners | Learn HTML from scratch | Great Learning,VpVPYfbZPwM,"{'viewCount': '8159', 'likeCount': '241', 'favoriteCount': '0', 'commentCount': '14'}"
Trees in Java | Data Structures: Introduction to Trees in Java | Java Programming | Great Learning,FxaZu9KeKyI,"{'viewCount': '36195', 'likeCount': '733', 'favoriteCount': '0', 'commentCount': '35'}"
#NayeZamaaneKiDegree - Degrees with new age specializations (short edit),f1y0-xSpR8Q,"{'viewCount': '1030', 'likeCount': '36', 'favoriteCount': '0', 'commentCount': '4'}"
#NayeZamaaneKiDegree - Degrees with new age specializations (long edit),pn0RBgI7tBE,"{'viewCount': '811', 'likeCount': '27', 'favoriteCount': '0', 'commentCount': '0'}"
Git vs Github Explained in 5 mins | Git & Github Differences | Git tutorial |  Great Learning,XUjqSbn-xU0,"{'viewCount': '6732', 'likeCount': '132', 'favoriteCount': '0', 'commentCount': '3'}"
Learn Python step by step | Python for Beginners | Learn Python Programming | Great Learning,pArnnY3vu2A,"{'viewCount': '6291', 'likeCount': '285', 'favoriteCount': '0', 'commentCount': '6'}"
React vs Angular Explained in Hindi | Which is the best JavaScript Framework ? | Great Learning,gYOFLY2paxM,"{'viewCount': '3303', 'likeCount': '124', 'favoriteCount': '0', 'commentCount': '13'}"
How to Create a Deepfake Video? | Deepfake Tutorial for Beginners using Python | Great Learning,--_9kA2X4Ak,"{'viewCount': '35185', 'likeCount': '438', 'favoriteCount': '0', 'commentCount': '27'}"
Interface in java | What is Interface? | Multiple Inheritance using Interface | Great Learning,vsOGc_MLBMg,"{'viewCount': '3101', 'likeCount': '112', 'favoriteCount': '0', 'commentCount': '5'}"
C Programming for Beginners | Learn C Programming in 2021 | Learn C Programming | Great Learning,lLtMWDtVP5Q,"{'viewCount': '7017', 'likeCount': '263', 'favoriteCount': '0', 'commentCount': '10'}"
Evolution of operational excellence and critical thinking in India | Great Learning,aYF1Tc0VoUA,"{'viewCount': '1571', 'likeCount': '50', 'favoriteCount': '0', 'commentCount': '0'}"
Jupyter Notebook Tutorial | How To Install Python Jupyter Notebook in 2021 | Great Learning,N74Z2qUB5V4,"{'viewCount': '7402', 'likeCount': '156', 'favoriteCount': '0', 'commentCount': '12'}"
Top 10 Tech Skills to Upgrade Your Career in 2021 | Hottest Tech Skills of 2021 | Great Learning,uEbZxjbMPfw,"{'viewCount': '4546', 'likeCount': '162', 'favoriteCount': '0', 'commentCount': '6'}"
Intro to C++ in Hindi | C++ Tutorial for Beginners in 2021 | Learn C++ Programming | Great Learning,LMaqz6fy_jg,"{'viewCount': '5635', 'likeCount': '225', 'favoriteCount': '0', 'commentCount': '9'}"
Top 10 Highest Paying Tech Jobs in 2021 | Best IT Jobs of  2021 | High Salary Jobs | Great Learning,2E-MvNwpIEw,"{'viewCount': '10912', 'likeCount': '327', 'favoriteCount': '0', 'commentCount': '25'}"
React JS Tutorial for Beginners | Learn React JS from scratch in 2021 | Great Learning,xBn2CaYRf30,"{'viewCount': '2840', 'likeCount': '87', 'favoriteCount': '0', 'commentCount': '10'}"
Python for Machine Learning | Machine Learning Tutorial for Beginners in 2021 | Great Learning,9QJvqAVouiU,"{'viewCount': '5114', 'likeCount': '202', 'favoriteCount': '0', 'commentCount': '8'}"
Google Cloud Platform Tutorial | Google Cloud Tutorial for Beginners in 2021 | Great Learning,OUVJ1J_AMEc,"{'viewCount': '8242', 'likeCount': '194', 'favoriteCount': '0', 'commentCount': '10'}"
What is Information Security ? | Information Security Explained in 5 mins | Great Learning,l1Dl_czYpJI,"{'viewCount': '4165', 'likeCount': '107', 'favoriteCount': '0', 'commentCount': '5'}"
DBMS vs RDBMS | Differences Explained in 10 mins | Database Management Systems |  Great Learning,Fa0Q-5DMUBg,"{'viewCount': '27089', 'likeCount': '544', 'favoriteCount': '0', 'commentCount': '20'}"
HTML and CSS for beginners in Hindi | HTML & CSS Tutorial | Learn HTML & CSS in 2021 |Great Learning,Pctl0k0iPeI,"{'viewCount': '17844', 'likeCount': '553', 'favoriteCount': '0', 'commentCount': '43'}"
What every programmer should avoid! | Avoid these 10 Common Coding Mistakes | Great Learning,7_7KnLaPfT8,"{'viewCount': '2747', 'likeCount': '146', 'favoriteCount': '0', 'commentCount': '9'}"
GitHub Tutorial | GitHub Tutorial For Beginners in 2021 | What is GitHub ? | Great Learning,aIztQtuE3ww,"{'viewCount': '5489', 'likeCount': '216', 'favoriteCount': '0', 'commentCount': '7'}"
Common Errors while Programming with Java | Java Tutorial for Beginners | Great Learning,4mhxEVuVf28,"{'viewCount': '2405', 'likeCount': '126', 'favoriteCount': '0', 'commentCount': '4'}"
Arduino vs Raspberry Pi | Which is better for IOT Projects | IOT Project Board | Great Learning,m2A--2uDeNc,"{'viewCount': '4147', 'likeCount': '92', 'favoriteCount': '0', 'commentCount': '6'}"
Introduction to Splunk in Hindi | Learn Splunk | Splunk Tutorials for Beginners | Great Learning,4O7_qrYKLkY,"{'viewCount': '6428', 'likeCount': '146', 'favoriteCount': '0', 'commentCount': '6'}"
Creating a Snake Game using Java | How to code Games in Java? | Java Projects | Great Learning,pRTzNOXGEkE,"{'viewCount': '8483', 'likeCount': '186', 'favoriteCount': '0', 'commentCount': '15'}"
IPL Data Analysis using EDA | EDA Case Study | What is EDA ? | Great Learning,UcgEl0oES6c,"{'viewCount': '4743', 'likeCount': '184', 'favoriteCount': '0', 'commentCount': '5'}"
Swift Tutorial for Absolute Beginners | Learn Swift Programming in 2 Hours | Great Learning,pSzkQiGdZrY,"{'viewCount': '13964', 'likeCount': '253', 'favoriteCount': '0', 'commentCount': '3'}"
Functions in Python | How Functions work in Python ?| Python Functions Tutorial |Great Learning,R2qRvrAEsDg,"{'viewCount': '9913', 'likeCount': '350', 'favoriteCount': '0', 'commentCount': '20'}"
Top 6 IoT project ideas | IoT(Internet of Things) Project ideas | IoT Training | Great Learning,AfaDu8sAxSs,"{'viewCount': '11980', 'likeCount': '221', 'favoriteCount': '0', 'commentCount': '20'}"
Decoding the Executive Order by Joe Biden on CyberSecurity | Great Learning,IaeZhsJPy7A,"{'viewCount': '3296', 'likeCount': '94', 'favoriteCount': '0', 'commentCount': '2'}"
"Joins in SQL with Examples in Hindi | Inner, Left, Right, Full, Natural, Cross Joins |Great Learning",soazoEB616A,"{'viewCount': '133260', 'likeCount': '3593', 'favoriteCount': '0', 'commentCount': '154'}"
Getting Started with Git | Git Tutorial for Beginners in 2021 | Git & GitHub |Great Learning,OdPXcH5ty-M,"{'viewCount': '4850', 'likeCount': '182', 'favoriteCount': '0', 'commentCount': '5'}"
"Joins in SQL | SQL Joins Tutorial For Beginners | Inner, Left, Right, Full Join | Great Learning",8yeISzBJNAw,"{'viewCount': '10532', 'likeCount': '345', 'favoriteCount': '0', 'commentCount': '15'}"
What is Data Bricks ? | Data Bricks Explained in 5 mins | Apache Spark | Great Learning,tRBHuABYLsQ,"{'viewCount': '51880', 'likeCount': '448', 'favoriteCount': '0', 'commentCount': '17'}"
Introduction to Java in Hindi | Java Programming for Beginners in 2021 | Great Learning,ulmHDEDSH6M,"{'viewCount': '4787', 'likeCount': '192', 'favoriteCount': '0', 'commentCount': '3'}"
What is REST API ? | REST API Explained in 9 mins in Hindi | REST API Tutorial | Great Learning,o7ePQ_M_jsc,"{'viewCount': '72237', 'likeCount': '1988', 'favoriteCount': '0', 'commentCount': '57'}"
Data Science Basics for absolute beginners | Data Science Course |Learn Data Science |Great Learning,LQ29Rz5wcDY,"{'viewCount': '5502', 'likeCount': '257', 'favoriteCount': '0', 'commentCount': '5'}"
CSS Tutorial in Hindi | Learn CSS in 3 Hours | CSS Tutorial for Beginners in 2023 | Great Learning,w2z7BMr4MY0,"{'viewCount': '192466', 'likeCount': '4026', 'favoriteCount': '0', 'commentCount': '173'}"
File Handling In C in Hindi | C Programming Tutorial in 2021 | Learn C Programming | Great Learning,JXgDqN2ZwOg,"{'viewCount': '20744', 'likeCount': '548', 'favoriteCount': '0', 'commentCount': '23'}"
"Data Structures in Python | List, Dictionary, Tuple, Set, Tree | Python Tutorial |Great Learning",eNHxPyfD1TY,"{'viewCount': '13767', 'likeCount': '382', 'favoriteCount': '0', 'commentCount': '14'}"
Learn Python step by step | Python Tutorial for Beginners in 2021 | Python Course | Great Learning,krRahiO3LWM,"{'viewCount': '7455', 'likeCount': '366', 'favoriteCount': '0', 'commentCount': '14'}"
Build a Movie Recommendation System using Python | Python Tutorial in 2022 | Great Learning,JCWOLqPlQjE,"{'viewCount': '38209', 'likeCount': '667', 'favoriteCount': '0', 'commentCount': '28'}"
Getting started with HTML | HTML Tutorial for Absolute Beginners in 2021 | Great Learning,vI11Ei8O5dw,"{'viewCount': '4865', 'likeCount': '259', 'favoriteCount': '0', 'commentCount': '8'}"
HTML Tutorial in Hindi | Learn HTML in 5 Hours | HTML Tutorial for beginners in 2022| Great Learning,THp_EowtJ0M,"{'viewCount': '234050', 'likeCount': '4628', 'favoriteCount': '0', 'commentCount': '169'}"
How to be an Ethical Hacker in 2022? (in Hindi) | Ethical Hacking Tutorial | Great Learning,43Go2vzCVY4,"{'viewCount': '16084', 'likeCount': '733', 'favoriteCount': '0', 'commentCount': '42'}"
Face detection with OpenCV in Python | OpenCV Python Tutorial for Beginners in 2021 | Great Learning,qUI7lOv7-4U,"{'viewCount': '13917', 'likeCount': '390', 'favoriteCount': '0', 'commentCount': '28'}"
C Programming for Beginners | C Programming Tutorial in 2021 | Learn C Programming | Great Learning,ae1ApSWCISg,"{'viewCount': '10113', 'likeCount': '370', 'favoriteCount': '0', 'commentCount': '16'}"
Building the Chrome Dino game using PYTHON in Hindi | How to build a game in Python | Great Learning,xFnNjP4r5DE,"{'viewCount': '3039', 'likeCount': '160', 'favoriteCount': '0', 'commentCount': '26'}"
Android Studio Tutorial for Beginners | How to Install Android Studio in 2021 ? | Great Learning,x7paHHFEKbM,"{'viewCount': '4591', 'likeCount': '145', 'favoriteCount': '0', 'commentCount': '16'}"
Machine Learning Full Course in Hindi | Learn Machine Learning in 5 Hours | Great Learning,IoZGSQ07e8g,"{'viewCount': '375492', 'likeCount': '9705', 'favoriteCount': '0', 'commentCount': '264'}"
R Programming For Beginners-Full Course | Learn R in 3 Hours| R Language Tutorial | Great Learning,ZoGISHaZpjo,"{'viewCount': '35788', 'likeCount': '665', 'favoriteCount': '0', 'commentCount': '25'}"
"What is Normalization in Hindi | Database Normalization Forms - 1NF, 2NF, 3NF | Great Learning",r2H-55L-DqM,"{'viewCount': '42948', 'likeCount': '1373', 'favoriteCount': '0', 'commentCount': '59'}"
Learn Excel from Scratch | Microsoft Excel for Beginners in 2022 | Excel Training | Great Learning,lx58zqg0qbk,"{'viewCount': '25422', 'likeCount': '650', 'favoriteCount': '0', 'commentCount': '20'}"
SQL vs MySQL Explained in Hindi in 7 mins | Difference between SQL and MySQL | Great Learning,FasR2rdQRd8,"{'viewCount': '109883', 'likeCount': '3637', 'favoriteCount': '0', 'commentCount': '110'}"
Intro to JavaScript | JavaScript Tutorial for Beginners in 2021 | Learn JavaScript | Great Learning,9T58W18bZmo,"{'viewCount': '4503', 'likeCount': '180', 'favoriteCount': '0', 'commentCount': '6'}"
Exception Handling in Java in Hindi | Java Programming | Java Tutorial | Great Learning,tsEfe7kFvlM,"{'viewCount': '3352', 'likeCount': '108', 'favoriteCount': '0', 'commentCount': '15'}"
Intro to C++ in Hindi | C++ Tutorial for Beginners | Learn C++ Programming | Great Learning,2IWu_mjeBBI,"{'viewCount': '5714', 'likeCount': '240', 'favoriteCount': '0', 'commentCount': '12'}"
File Handling in Python - explained in Hindi | Learn Python File Handling in 8 mins | Great Learning,QzFxGPcTzI8,"{'viewCount': '5058', 'likeCount': '227', 'favoriteCount': '0', 'commentCount': '17'}"
Python for Data Science | Data Science Tutorial | Python Tutorial in 2021 | Great Learning,YrD5LurX3-Y,"{'viewCount': '4098', 'likeCount': '217', 'favoriteCount': '0', 'commentCount': '15'}"
Build your own chatbot using Python | Python Tutorial for Beginners in 2022 | Great Learning,c_gXrw1RoKo,"{'viewCount': '291369', 'likeCount': '5237', 'favoriteCount': '0', 'commentCount': '190'}"
What is Dynamic Programming ? | Dynamic Programming explained in 8 mins in Hindi | Great Learning,4fiXe7FAayY,"{'viewCount': '2580', 'likeCount': '108', 'favoriteCount': '0', 'commentCount': '9'}"
Data science jobs vs Machine learning jobs in 2021 | Data Scientist vs ML Engineer | Great Learning,_tXeNLsvhk4,"{'viewCount': '2749', 'likeCount': '129', 'favoriteCount': '0', 'commentCount': '21'}"
Coding vs Programming - explained in 10 mins | What's the difference? | Great Learning,Tph5pWab_OQ,"{'viewCount': '7284', 'likeCount': '324', 'favoriteCount': '0', 'commentCount': '14'}"
Introduction to Splunk in Hindi | Splunk Tutorials for Beginners in 2021 | Great Learning,CDgk5xpQqyY,"{'viewCount': '14880', 'likeCount': '252', 'favoriteCount': '0', 'commentCount': '23'}"
What is a Neural Network? | Explained in 7 mins in Hindi | Neural Network Tutorial | Great Learning,kawU00EAvDY,"{'viewCount': '7744', 'likeCount': '316', 'favoriteCount': '0', 'commentCount': '17'}"
Introduction to Android Studio | Android Studio Tutorial for Beginners in 2021 | Great Learning,YakUoelvAWw,"{'viewCount': '9033', 'likeCount': '200', 'favoriteCount': '0', 'commentCount': '7'}"
Web Scraping in Python in Hindi | Web Scraping Tutorial | Learn Web Scraping | Great Learning,jJJ7E9waBmc,"{'viewCount': '39551', 'likeCount': '1164', 'favoriteCount': '0', 'commentCount': '45'}"
Web Development Basics in Hindi | Learn Web Development from scratch in 2021 | Great learning,dGcYBt18Lvw,"{'viewCount': '19299', 'likeCount': '618', 'favoriteCount': '0', 'commentCount': '43'}"
Front End Vs Back End | Frontend vs Backend Development Explained in Hindi | Great Learning,QFtC3YcbUXE,"{'viewCount': '5860', 'likeCount': '289', 'favoriteCount': '0', 'commentCount': '27'}"
Python for Machine Learning | Machine Learning for Beginners in 2021 | Great Learning,80LWWgeuq5Q,"{'viewCount': '6117', 'likeCount': '247', 'favoriteCount': '0', 'commentCount': '12'}"
What is Bitcoin | What is Cryptocurrency | How Does Bitcoin Work ? | Great Learning,4wRWDPXQBy8,"{'viewCount': '3131', 'likeCount': '135', 'favoriteCount': '0', 'commentCount': '43'}"
What is Data Mining?| Data Mining using python in Hindi | Data Mining for Beginners | Great Learning,jEdZqbqC4Zo,"{'viewCount': '10011', 'likeCount': '388', 'favoriteCount': '0', 'commentCount': '13'}"
Are you job ready in Machine Learning | Machine Learning Roadmap in 2021 | Great Learning,Enld6-jb_VQ,"{'viewCount': '2379', 'likeCount': '107', 'favoriteCount': '0', 'commentCount': '4'}"
EDA with Python Full Course in Hindi | Exploratory Data Analysis (EDA) Using Python | Great Learning,zqhC7MdOrjc,"{'viewCount': '53764', 'likeCount': '1320', 'favoriteCount': '0', 'commentCount': '52'}"
Top 5 things you didn't know about Machine Learning | Machine Learning Tutorial | Great Learning,hWbxt5V-7XE,"{'viewCount': '2034', 'likeCount': '96', 'favoriteCount': '0', 'commentCount': '12'}"
Coronavirus Outbreak Prediction using Machine Learning in Hindi | Great Learning,jLnLfAPL-iY,"{'viewCount': '13351', 'likeCount': '451', 'favoriteCount': '0', 'commentCount': '68'}"
Classification with Decision trees | Decision Tree Algorithm Explained | Great Learning,khKJEyaAer0,"{'viewCount': '2978', 'likeCount': '68', 'favoriteCount': '0', 'commentCount': '9'}"
4Ps of Marketing Mix | Product-Price-Place-Promotion | Marketing Mix Explained | Great Learning,Yxiq-DnPNY4,"{'viewCount': '2678', 'likeCount': '60', 'favoriteCount': '0', 'commentCount': '6'}"
Practical Applications of Analytics | Real World Business Applications of Analytics | Great Learning,6aOKq43esYM,"{'viewCount': '2752', 'likeCount': '85', 'favoriteCount': '0', 'commentCount': '2'}"
How to become a Full Stack Developer in 2021? | Complete Roadmap | Great Learning,J1Gbj9pFvQY,"{'viewCount': '3782', 'likeCount': '171', 'favoriteCount': '0', 'commentCount': '14'}"
IPL Data Analysis using EDA | What is Exploratory Data Analysis | EDA Case Study | Great Learning,3MG9KSwAc08,"{'viewCount': '17878', 'likeCount': '430', 'favoriteCount': '0', 'commentCount': '22'}"
How to do Digital Image Processing using Python | What is Digital Image Processing | Great Learning,_vER4clcbJM,"{'viewCount': '6958', 'likeCount': '161', 'favoriteCount': '0', 'commentCount': '7'}"
"EICT IIT Roorkee's 'Advanced Certificate Program in Full Stack Development"" Program Launch'",Peh8KHuEKjM,"{'viewCount': '14290', 'likeCount': '330', 'favoriteCount': '0', 'commentCount': '25'}"
Ultimate Python Tutorial for Everyone | Learn Python In Hindi | Python for Beginners,HH1STEvsnuA,"{'viewCount': '93964', 'likeCount': '2815', 'favoriteCount': '0', 'commentCount': '116'}"
"DevOps, what a cliché! | Great Learning",Dga9Gw3wec4,"{'viewCount': '2128', 'likeCount': '76', 'favoriteCount': '0', 'commentCount': '9'}"
Creating a WordPress Website from Scratch in Hindi | Learn WordPress in 2021 | Great Learning,oMsUS5yiAJk,"{'viewCount': '18693', 'likeCount': '525', 'favoriteCount': '0', 'commentCount': '35'}"
Essential Statistics for Data Science | Learn Statistics for Data Science in 2021 | Great Learning,xsEqr8wKofE,"{'viewCount': '5934', 'likeCount': '217', 'favoriteCount': '0', 'commentCount': '5'}"
JavaScript Projects for Beginners  | How to Build your own JavaScript Project ? | Great Learning,FfT3KsqhwVo,"{'viewCount': '24693', 'likeCount': '601', 'favoriteCount': '0', 'commentCount': '28'}"
Introduction to Java in Hindi | Learn Java Programming in 2021 | Java for Beginners | Great Learning,uiSZlJ1AjVY,"{'viewCount': '4284', 'likeCount': '154', 'favoriteCount': '0', 'commentCount': '4'}"
Basic Concepts for Beginners in Programming | Programming for Beginners in 2021 | Great Learning,W3bkxeRmI1w,"{'viewCount': '35897', 'likeCount': '935', 'favoriteCount': '0', 'commentCount': '46'}"
Data Science with Python Full Course 2022 | Python for Data Science | Great Learning,fIXcVrhKpTc,"{'viewCount': '24245', 'likeCount': '839', 'favoriteCount': '0', 'commentCount': '79'}"
Latest trends in Artificial Intelligence| Top Artificial Intelligence Trends of 2021| Great Learning,YX0CEGxB1DA,"{'viewCount': '10364', 'likeCount': '256', 'favoriteCount': '0', 'commentCount': '9'}"
Python for Machine Learning | Machine Learning Tutorial for Beginners in 2021 | Great Learning,l8G9dvloLPw,"{'viewCount': '4111', 'likeCount': '175', 'favoriteCount': '0', 'commentCount': '4'}"
"Python for Analytics Full Course for Beginners | Numpy, Pandas, Matplotlib, Seaborn | Great Learning",_8TJF8DD3bw,"{'viewCount': '20452', 'likeCount': '634', 'favoriteCount': '0', 'commentCount': '54'}"
Deep Learning Tutorial in 9 Hours - 2023,OvP5SqONXkk,"{'viewCount': '22116', 'likeCount': '553', 'favoriteCount': '0', 'commentCount': '42'}"
Are you job-ready for Data Science in 2021? | How to Become a Data Scientist | Great Learning,5-bQELI75nw,"{'viewCount': '10726', 'likeCount': '185', 'favoriteCount': '0', 'commentCount': '20'}"
Should you consider a career in gaming in 2021? | Career Roadmap in Gaming | Great Learning,uVTDKsZUUEo,"{'viewCount': '2032', 'likeCount': '62', 'favoriteCount': '0', 'commentCount': '5'}"
Intro to C++ in Hindi | C++ Tutorial for Beginners in 2021 | Learn C++ | Great Learning,gA2X6IFj5fg,"{'viewCount': '4308', 'likeCount': '180', 'favoriteCount': '0', 'commentCount': '6'}"
